Order City,Customer City,Order Country,Customer Country,Days for shipping (real),Sales per customer,Order Item Total,Shipping Mode,Delivery Status
Blackpool,Caguas,Reino Unido,Puerto Rico,3,359.980011,359.980011,Standard Class,Advance shipping
Heerlen,Caguas,Países Bajos,Puerto Rico,5,269.980011,269.980011,Standard Class,Late delivery
Tourcoing,Caguas,Francia,Puerto Rico,6,351.980011,351.980011,Standard Class,Late delivery
Preston,Caguas,Reino Unido,Puerto Rico,6,347.980011,347.980011,Standard Class,Late delivery
Pozzuoli,Caguas,Italia,Puerto Rico,6,347.980011,347.980011,Standard Class,Late delivery
La Seyne-sur-Mer,Caguas,Francia,Puerto Rico,5,347.980011,347.980011,Standard Class,Late delivery
Ratingen,Caguas,Alemania,Puerto Rico,5,347.980011,347.980011,Standard Class,Late delivery
Solna,Caguas,Suecia,Puerto Rico,2,254.9799957,254.9799957,Standard Class,Advance shipping
Perugia,Caguas,Italia,Puerto Rico,6,254.9799957,254.9799957,Standard Class,Late delivery
Naples,Caguas,Italia,Puerto Rico,5,339.980011,339.980011,Standard Class,Late delivery
Meyzieu,Caguas,Francia,Puerto Rico,6,339.980011,339.980011,Standard Class,Late delivery
Sandnes,Caguas,Noruega,Puerto Rico,3,125.9899979,125.9899979,Standard Class,Advance shipping
Stoke-on-Trent,Caguas,Reino Unido,Puerto Rico,6,248.9799957,248.9799957,Standard Class,Late delivery
Cosenza,Caguas,Italia,Puerto Rico,5,248.9799957,248.9799957,Standard Class,Late delivery
Domont,Caguas,Francia,Puerto Rico,4,248.9799957,248.9799957,Standard Class,Shipping on time
Dnipropetrovsk,Caguas,Ucrania,Puerto Rico,4,245.9799957,245.9799957,Standard Class,Shipping on time
Blackpool,Caguas,Reino Unido,Puerto Rico,3,245.9799957,245.9799957,Standard Class,Advance shipping
Rotterdam,Caguas,Países Bajos,Puerto Rico,2,245.9799957,245.9799957,Standard Class,Advance shipping
Hamburgo,Caguas,Alemania,Puerto Rico,5,327.980011,327.980011,Standard Class,Late delivery
Cosenza,Caguas,Italia,Puerto Rico,5,319.980011,319.980011,Standard Class,Late delivery
Celle,Caguas,Alemania,Puerto Rico,4,239.9799957,239.9799957,Standard Class,Shipping on time
Hasselt,Caguas,Bélgica,Puerto Rico,5,224.9900055,224.9900055,Standard Class,Late delivery
Puteaux,Caguas,Francia,Puerto Rico,6,30.45999908,30.45999908,Standard Class,Late delivery
Paris,Caguas,Francia,Puerto Rico,3,29.53000069,29.53000069,Standard Class,Advance shipping
Portsmouth,Caguas,Reino Unido,Puerto Rico,2,28.89999962,28.89999962,Standard Class,Advance shipping
Duisburg,Caguas,Alemania,Puerto Rico,3,28.89999962,28.89999962,Standard Class,Advance shipping
Erfurt,Caguas,Alemania,Puerto Rico,4,27.04000092,27.04000092,Standard Class,Shipping on time
Wolverhampton,Caguas,Reino Unido,Puerto Rico,2,26.42000008,26.42000008,Standard Class,Advance shipping
Odense,Caguas,Dinamarca,Puerto Rico,3,25.79999924,25.79999924,Standard Class,Advance shipping
Erfurt,Caguas,Alemania,Puerto Rico,6,25.79999924,25.79999924,Standard Class,Late delivery
Messina,Caguas,Italia,Puerto Rico,6,25.48999977,25.48999977,Standard Class,Late delivery
Freiburg,Caguas,Alemania,Puerto Rico,5,164.3800049,164.3800049,Standard Class,Late delivery
Santa Fe,Caguas,Argentina,Puerto Rico,6,97.98999786,97.98999786,Standard Class,Late delivery
Guadalajara,Caguas,México,Puerto Rico,2,79.98999786,79.98999786,Standard Class,Advance shipping
San Francisco del Rincón,Caguas,México,Puerto Rico,5,284.980011,284.980011,Standard Class,Late delivery
Santa Fe,Caguas,Argentina,Puerto Rico,6,379.980011,379.980011,Standard Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,2,377.980011,377.980011,Standard Class,Advance shipping
Santo Domingo,Caguas,República Dominicana,Puerto Rico,2,254.9799957,254.9799957,Standard Class,Advance shipping
Porto Alegre,Caguas,Brasil,Puerto Rico,3,29.73999977,29.73999977,Standard Class,Advance shipping
Sorocaba,Caguas,Brasil,Puerto Rico,2,99.98999786,99.98999786,Standard Class,Advance shipping
Mejicanos,Caguas,El Salvador,Puerto Rico,2,98.98999786,98.98999786,Standard Class,Advance shipping
Nueva Gerona,Caguas,Cuba,Puerto Rico,5,97.98999786,97.98999786,Standard Class,Late delivery
Miguel Hidalgo,Manati,México,Puerto Rico,4,92.98999786,92.98999786,Standard Class,Shipping on time
Soyapango,Canovanas,El Salvador,Puerto Rico,4,90.98999786,90.98999786,Standard Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,4,89.98999786,89.98999786,Standard Class,Shipping on time
Carrefour,Caguas,Haití,Puerto Rico,2,84.98999786,84.98999786,Standard Class,Advance shipping
Sorocaba,Caguas,Brasil,Puerto Rico,2,74.98999786,74.98999786,Standard Class,Advance shipping
Santo Domingo,Caguas,República Dominicana,Puerto Rico,5,129.9900055,129.9900055,Standard Class,Late delivery
Heroica Zitácuaro,Caguas,México,Puerto Rico,5,129.9900055,129.9900055,Standard Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,3,129.9900055,129.9900055,Standard Class,Advance shipping
Cuscatancingo,Caguas,El Salvador,Puerto Rico,3,129.9900055,129.9900055,Standard Class,Advance shipping
São Paulo,Caguas,Brasil,Puerto Rico,6,129.9900055,129.9900055,Standard Class,Late delivery
Veracruz,Caguas,México,Puerto Rico,4,128.6900024,128.6900024,Standard Class,Shipping on time
Tlaquepaque,Caguas,México,Puerto Rico,2,128.6900024,128.6900024,Standard Class,Advance shipping
San Justo,Caguas,Argentina,Puerto Rico,3,128.6900024,128.6900024,Standard Class,Advance shipping
Choluteca,Mayaguez,Honduras,Puerto Rico,5,58.79000092,58.79000092,Standard Class,Late delivery
Petapa,Caguas,Guatemala,Puerto Rico,3,127.3899994,127.3899994,Standard Class,Advance shipping
Monterrey,Caguas,México,Puerto Rico,6,127.3899994,127.3899994,Standard Class,Late delivery
Resende,Caguas,Brasil,Puerto Rico,4,127.3899994,127.3899994,Standard Class,Shipping on time
San Cristóbal de Las Casas,Caguas,México,Puerto Rico,5,126.0899963,126.0899963,Standard Class,Late delivery
Petapa,Caguas,Guatemala,Puerto Rico,3,126.0899963,126.0899963,Standard Class,Advance shipping
Tuxtla Gutiérrez,Caguas,México,Puerto Rico,4,126.0899963,126.0899963,Standard Class,Shipping on time
Mossoró,Caguas,Brasil,Puerto Rico,2,126.0899963,126.0899963,Standard Class,Advance shipping
Santo Domingo,Caguas,República Dominicana,Puerto Rico,4,57.59000015,57.59000015,Standard Class,Shipping on time
Celaya,Caguas,México,Puerto Rico,6,124.7900009,124.7900009,Standard Class,Late delivery
Buenos Aires,Caguas,Argentina,Puerto Rico,2,124.7900009,124.7900009,Standard Class,Advance shipping
Oruro,Caguas,Bolivia,Puerto Rico,5,124.7900009,124.7900009,Standard Class,Late delivery
Porto Alegre,Caguas,Brasil,Puerto Rico,3,124.7900009,124.7900009,Standard Class,Advance shipping
Gonaïves,Caguas,Haití,Puerto Rico,6,122.8399963,122.8399963,Standard Class,Late delivery
San Salvador,Caguas,El Salvador,Puerto Rico,5,56.68999863,56.68999863,Standard Class,Late delivery
Palma Soriano,Caguas,Cuba,Puerto Rico,5,120.8899994,120.8899994,Standard Class,Late delivery
Sancti Spíritus,Caguas,Cuba,Puerto Rico,5,120.8899994,120.8899994,Standard Class,Late delivery
Azcapotzalco,Caguas,México,Puerto Rico,6,55.79000092,55.79000092,Standard Class,Late delivery
Azcapotzalco,Caguas,México,Puerto Rico,6,120.8899994,120.8899994,Standard Class,Late delivery
Mexico City,Caguas,México,Puerto Rico,2,120.8899994,120.8899994,Standard Class,Advance shipping
Cuscatancingo,Caguas,El Salvador,Puerto Rico,5,120.8899994,120.8899994,Standard Class,Late delivery
Palma Soriano,Caguas,Cuba,Puerto Rico,5,118.2900009,118.2900009,Standard Class,Late delivery
Mexico City,Caguas,México,Puerto Rico,2,118.2900009,118.2900009,Standard Class,Advance shipping
Soyapango,Caguas,El Salvador,Puerto Rico,5,118.2900009,118.2900009,Standard Class,Late delivery
Santa Ana,Caguas,El Salvador,Puerto Rico,6,116.9899979,116.9899979,Standard Class,Late delivery
Cúcuta,Caguas,Colombia,Puerto Rico,5,53.99000168,53.99000168,Standard Class,Late delivery
San Justo,Manati,Argentina,Puerto Rico,4,52.79000092,52.79000092,Standard Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,3,113.0899963,113.0899963,Standard Class,Advance shipping
Guarulhos,Caguas,Brasil,Puerto Rico,6,52.18999863,52.18999863,Standard Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,3,110.4899979,110.4899979,Standard Class,Advance shipping
Morelia,Caguas,México,Puerto Rico,3,50.99000168,50.99000168,Standard Class,Advance shipping
Culiacán,Caguas,México,Puerto Rico,6,110.4899979,110.4899979,Standard Class,Late delivery
Presidente Dutra,Caguas,Brasil,Puerto Rico,6,50.99000168,50.99000168,Standard Class,Late delivery
Sorocaba,Caguas,Brasil,Puerto Rico,2,50.99000168,50.99000168,Standard Class,Advance shipping
Mixco,Caguas,Guatemala,Puerto Rico,5,50.38999939,50.38999939,Standard Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,109.1900024,109.1900024,Standard Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,5,109.1900024,109.1900024,Standard Class,Late delivery
Presidente Dutra,Caguas,Brasil,Puerto Rico,6,50.38999939,50.38999939,Standard Class,Late delivery
Armenia,Caguas,Colombia,Puerto Rico,4,109.1900024,109.1900024,Standard Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,4,107.8899994,107.8899994,Standard Class,Shipping on time
Toluca,Caguas,México,Puerto Rico,6,49.79000092,49.79000092,Standard Class,Late delivery
Veracruz,Caguas,México,Puerto Rico,4,49.79000092,49.79000092,Standard Class,Shipping on time
Tijuana,Caguas,México,Puerto Rico,5,49.79000092,49.79000092,Standard Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,107.8899994,107.8899994,Standard Class,Late delivery
Matagalpa,Caguas,Nicaragua,Puerto Rico,2,107.8899994,107.8899994,Standard Class,Advance shipping
Saltillo,Caguas,México,Puerto Rico,5,107.8899994,107.8899994,Standard Class,Late delivery
Metepec,Caguas,México,Puerto Rico,3,107.8899994,107.8899994,Standard Class,Advance shipping
Metepec,Caguas,México,Puerto Rico,3,106.5899963,106.5899963,Standard Class,Advance shipping
Quixadá,Caguas,Brasil,Puerto Rico,3,106.5899963,106.5899963,Standard Class,Advance shipping
Carrefour,Caguas,Haití,Puerto Rico,2,103.9899979,103.9899979,Standard Class,Advance shipping
Juárez,Caguas,México,Puerto Rico,5,103.9899979,103.9899979,Standard Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,5,103.9899979,103.9899979,Standard Class,Late delivery
Tulancingo,Rio Grande,México,Puerto Rico,4,103.9899979,103.9899979,Standard Class,Shipping on time
Castanhal,Caguas,Brasil,Puerto Rico,5,47.99000168,47.99000168,Standard Class,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,4,103.9899979,103.9899979,Standard Class,Shipping on time
Bucaramanga,Caguas,Colombia,Puerto Rico,3,103.9899979,103.9899979,Standard Class,Advance shipping
Soledad,Caguas,Colombia,Puerto Rico,3,103.9899979,103.9899979,Standard Class,Advance shipping
Acuña,Caguas,México,Puerto Rico,5,97.48999786,97.48999786,Standard Class,Late delivery
San Miguelito,Caguas,Panamá,Puerto Rico,2,97.48999786,97.48999786,Standard Class,Advance shipping
São Paulo,Caguas,Brasil,Puerto Rico,6,97.48999786,97.48999786,Standard Class,Late delivery
Itaúna,Caguas,Brasil,Puerto Rico,6,97.48999786,97.48999786,Standard Class,Late delivery
Guarulhos,Caguas,Brasil,Puerto Rico,6,97.48999786,97.48999786,Standard Class,Late delivery
Mossoró,Caguas,Brasil,Puerto Rico,3,97.48999786,97.48999786,Standard Class,Advance shipping
Soledad,Caguas,Colombia,Puerto Rico,3,97.48999786,97.48999786,Standard Class,Advance shipping
Salvador,Caguas,Brasil,Puerto Rico,2,49.5,49.5,Standard Class,Advance shipping
Gonaïves,Caguas,Haití,Puerto Rico,6,49.0,49.0,Standard Class,Late delivery
Villahermosa,Caguas,México,Puerto Rico,2,47.5,47.5,Standard Class,Advance shipping
San Fernando,Caguas,Trinidad y Tobago,Puerto Rico,4,47.25,47.25,Standard Class,Shipping on time
Mejicanos,Caguas,El Salvador,Puerto Rico,2,36.38999939,36.38999939,Standard Class,Advance shipping
San Cristóbal de Las Casas,Caguas,México,Puerto Rico,5,45.5,45.5,Standard Class,Late delivery
Soyapango,Canovanas,El Salvador,Puerto Rico,4,45.5,45.5,Standard Class,Shipping on time
El Limón,Caguas,Venezuela,Puerto Rico,2,44.0,44.0,Standard Class,Advance shipping
San Cristóbal de Las Casas,Caguas,México,Puerto Rico,5,34.79000092,34.79000092,Standard Class,Late delivery
San Miguelito,Caguas,Panamá,Puerto Rico,4,173.9900055,173.9900055,Standard Class,Shipping on time
Barranquilla,Caguas,Colombia,Puerto Rico,5,43.5,43.5,Standard Class,Late delivery
Sancti Spíritus,Caguas,Cuba,Puerto Rico,5,42.0,42.0,Standard Class,Late delivery
Mixco,Caguas,Guatemala,Puerto Rico,5,33.59000015,33.59000015,Standard Class,Late delivery
Tulancingo,Rio Grande,México,Puerto Rico,4,41.5,41.5,Standard Class,Shipping on time
Poza Rica de Hidalgo,Caguas,México,Puerto Rico,4,31.98999977,31.98999977,Standard Class,Shipping on time
Altamira,Caguas,Brasil,Puerto Rico,3,40.0,40.0,Standard Class,Advance shipping
Orizaba,Caguas,México,Puerto Rico,5,44.63000107,44.63000107,Standard Class,Late delivery
Villahermosa,Caguas,México,Puerto Rico,2,15.82999992,15.82999992,Standard Class,Advance shipping
Mexicali,Caguas,México,Puerto Rico,3,23.98999977,23.98999977,Standard Class,Advance shipping
Gonaïves,Caguas,Haití,Puerto Rico,6,299.980011,299.980011,Standard Class,Late delivery
Morelia,Caguas,México,Puerto Rico,3,299.980011,299.980011,Standard Class,Advance shipping
Panama City,Caguas,Panamá,Puerto Rico,6,299.980011,299.980011,Standard Class,Late delivery
Toluca,Caguas,México,Puerto Rico,6,399.980011,399.980011,Standard Class,Late delivery
Mexico City,Caguas,México,Puerto Rico,3,399.980011,399.980011,Standard Class,Advance shipping
Ponte Nova,Caguas,Brasil,Puerto Rico,4,399.980011,399.980011,Standard Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,5,296.980011,296.980011,Standard Class,Late delivery
Saltillo,Caguas,México,Puerto Rico,5,296.980011,296.980011,Standard Class,Late delivery
Soyapango,Caguas,El Salvador,Puerto Rico,4,395.980011,395.980011,Standard Class,Shipping on time
Ponte Nova,Caguas,Brasil,Puerto Rico,4,395.980011,395.980011,Standard Class,Shipping on time
Azcapotzalco,Caguas,México,Puerto Rico,6,293.980011,293.980011,Standard Class,Late delivery
Toluca,Caguas,México,Puerto Rico,6,293.980011,293.980011,Standard Class,Late delivery
San Juan,Caguas,Argentina,Puerto Rico,4,293.980011,293.980011,Standard Class,Shipping on time
Manzanillo,Caguas,Cuba,Puerto Rico,4,290.980011,290.980011,Standard Class,Shipping on time
Tlaquepaque,Caguas,México,Puerto Rico,5,290.980011,290.980011,Standard Class,Late delivery
Apopa,Caguas,El Salvador,Puerto Rico,6,387.980011,387.980011,Standard Class,Late delivery
Mejicanos,Caguas,El Salvador,Puerto Rico,2,387.980011,387.980011,Standard Class,Advance shipping
Manzanillo,Caguas,Cuba,Puerto Rico,4,287.980011,287.980011,Standard Class,Shipping on time
La Vega,Caguas,República Dominicana,Puerto Rico,4,287.980011,287.980011,Standard Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,6,383.980011,383.980011,Standard Class,Late delivery
La Ceiba,Caguas,Honduras,Puerto Rico,4,287.980011,287.980011,Standard Class,Shipping on time
Mexico City,Caguas,México,Puerto Rico,6,287.980011,287.980011,Standard Class,Late delivery
Mexico City,Caguas,México,Puerto Rico,5,383.980011,383.980011,Standard Class,Late delivery
Porto Alegre,Caguas,Brasil,Puerto Rico,3,383.980011,383.980011,Standard Class,Advance shipping
Callao,Caguas,Perú,Puerto Rico,3,383.980011,383.980011,Standard Class,Advance shipping
Montenegro,Caguas,Colombia,Puerto Rico,5,383.980011,383.980011,Standard Class,Late delivery
Matagalpa,Caguas,Nicaragua,Puerto Rico,2,284.980011,284.980011,Standard Class,Advance shipping
Tulancingo,Rio Grande,México,Puerto Rico,4,379.980011,379.980011,Standard Class,Shipping on time
Caxias do Sul,Caguas,Brasil,Puerto Rico,6,379.980011,379.980011,Standard Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,4,283.480011,283.480011,Standard Class,Shipping on time
Sancti Spíritus,Caguas,Cuba,Puerto Rico,5,377.980011,377.980011,Standard Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,4,283.480011,283.480011,Standard Class,Shipping on time
Acuña,Caguas,México,Puerto Rico,5,377.980011,377.980011,Standard Class,Late delivery
Tegucigalpa,Caguas,Honduras,Puerto Rico,3,377.980011,377.980011,Standard Class,Advance shipping
Sancti Spíritus,Caguas,Cuba,Puerto Rico,5,371.980011,371.980011,Standard Class,Late delivery
Delgado,Caguas,El Salvador,Puerto Rico,4,278.980011,278.980011,Standard Class,Shipping on time
Heroica Zitácuaro,Caguas,México,Puerto Rico,5,272.980011,272.980011,Standard Class,Late delivery
Delgado,Caguas,El Salvador,Puerto Rico,4,272.980011,272.980011,Standard Class,Shipping on time
Salvador,Caguas,Brasil,Puerto Rico,2,272.980011,272.980011,Standard Class,Advance shipping
Chinautla,Caguas,Guatemala,Puerto Rico,2,269.980011,269.980011,Standard Class,Advance shipping
San Martín,Caguas,El Salvador,Puerto Rico,2,359.980011,359.980011,Standard Class,Advance shipping
Cuscatancingo,Caguas,El Salvador,Puerto Rico,5,263.980011,263.980011,Standard Class,Late delivery
Villa Nueva,Caguas,Guatemala,Puerto Rico,4,351.980011,351.980011,Standard Class,Shipping on time
San Martín,Caguas,El Salvador,Puerto Rico,2,351.980011,351.980011,Standard Class,Advance shipping
Blumenau,Caguas,Brasil,Puerto Rico,4,263.980011,263.980011,Standard Class,Shipping on time
Altamira,Caguas,Brasil,Puerto Rico,4,263.980011,263.980011,Standard Class,Shipping on time
Mossoró,Caguas,Brasil,Puerto Rico,2,263.980011,263.980011,Standard Class,Advance shipping
Las Piedras,Caguas,Uruguay,Puerto Rico,6,260.980011,260.980011,Standard Class,Late delivery
Colón,Caguas,Panamá,Puerto Rico,6,254.9799957,254.9799957,Standard Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,6,248.9799957,248.9799957,Standard Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,4,331.980011,331.980011,Standard Class,Shipping on time
Villahermosa,Caguas,México,Puerto Rico,2,248.9799957,248.9799957,Standard Class,Advance shipping
Sorocaba,Caguas,Brasil,Puerto Rico,2,248.9799957,248.9799957,Standard Class,Advance shipping
Quetzaltenango,Caguas,Guatemala,Puerto Rico,6,245.9799957,245.9799957,Standard Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,4,245.9799957,245.9799957,Standard Class,Shipping on time
São Paulo,Caguas,Brasil,Puerto Rico,2,245.9799957,245.9799957,Standard Class,Advance shipping
Bogotá,Caguas,Colombia,Puerto Rico,2,245.9799957,245.9799957,Standard Class,Advance shipping
Soyapango,Caguas,El Salvador,Puerto Rico,4,239.9799957,239.9799957,Standard Class,Shipping on time
Gonaïves,Caguas,Haití,Puerto Rico,6,224.9900055,224.9900055,Standard Class,Late delivery
Cuscatancingo,Caguas,El Salvador,Puerto Rico,3,224.9900055,224.9900055,Standard Class,Advance shipping
San Miguelito,Caguas,Panamá,Puerto Rico,2,224.9900055,224.9900055,Standard Class,Advance shipping
Villa Nueva,Caguas,Guatemala,Puerto Rico,4,224.9900055,224.9900055,Standard Class,Shipping on time
Teresina,Caguas,Brasil,Puerto Rico,5,224.9900055,224.9900055,Standard Class,Late delivery
São Bernardo do Campo,Caguas,Brasil,Puerto Rico,4,224.9900055,224.9900055,Standard Class,Shipping on time
Caxias do Sul,Caguas,Brasil,Puerto Rico,6,224.9900055,224.9900055,Standard Class,Late delivery
Estambul,Caguas,Turquía,Puerto Rico,4,57.59000015,57.59000015,Standard Class,Shipping on time
Bendigo,Caguas,Australia,Puerto Rico,5,50.38999939,50.38999939,Standard Class,Late delivery
Bendigo,Caguas,Australia,Puerto Rico,5,106.5899963,106.5899963,Standard Class,Late delivery
Bendigo,Caguas,Australia,Puerto Rico,5,103.9899979,103.9899979,Standard Class,Late delivery
Daca,Caguas,Bangladés,Puerto Rico,6,39.18999863,39.18999863,Standard Class,Late delivery
Gaziantep,Caguas,Turquía,Puerto Rico,5,287.980011,287.980011,Standard Class,Late delivery
Bangkok,Caguas,Tailandia,Puerto Rico,5,1417.5,1417.5,Standard Class,Late delivery
Adelaide,Trujillo Alto,Australia,Puerto Rico,4,83.55999756,83.55999756,Standard Class,Shipping on time
Shenzhen,Caguas,China,Puerto Rico,4,75.95999908,75.95999908,Standard Class,Shipping on time
Jinan,Caguas,China,Puerto Rico,2,67.51999664,67.51999664,Standard Class,Advance shipping
Busan,Caguas,Corea del Sur,Puerto Rico,5,284.25,284.25,Standard Class,Late delivery
Delhi,Caguas,India,Puerto Rico,2,249.0800018,249.0800018,Standard Class,Advance shipping
Aurangabad,Caguas,India,Puerto Rico,3,98.98999786,98.98999786,Standard Class,Advance shipping
Astaná,Caguas,Kazajistán,Puerto Rico,4,26.87000084,26.87000084,Standard Class,Shipping on time
Daca,Caguas,Bangladés,Puerto Rico,6,90.98999786,90.98999786,Standard Class,Late delivery
Daca,Caguas,Bangladés,Puerto Rico,6,89.98999786,89.98999786,Standard Class,Late delivery
Konya,Caguas,Turquía,Puerto Rico,6,87.98999786,87.98999786,Standard Class,Late delivery
Bunbury,Caguas,Australia,Puerto Rico,3,86.98999786,86.98999786,Standard Class,Advance shipping
Surat,Caguas,India,Puerto Rico,6,83.98999786,83.98999786,Standard Class,Late delivery
Astaná,Caguas,Kazajistán,Puerto Rico,6,129.9900055,129.9900055,Standard Class,Late delivery
Xi'an,Caguas,China,Puerto Rico,6,59.99000168,59.99000168,Standard Class,Late delivery
Pekín,Caguas,China,Puerto Rico,2,129.9900055,129.9900055,Standard Class,Advance shipping
Laiyang,Caguas,China,Puerto Rico,6,456.8699951,456.8699951,Standard Class,Late delivery
Wellington,Caguas,Nueva Zelanda,Puerto Rico,2,59.38999939,59.38999939,Standard Class,Advance shipping
Mildura,Caguas,Australia,Puerto Rico,3,59.38999939,59.38999939,Standard Class,Advance shipping
Canberra,Caguas,Australia,Puerto Rico,6,128.6900024,128.6900024,Standard Class,Late delivery
Mangalore,Caguas,India,Puerto Rico,4,127.3899994,127.3899994,Standard Class,Shipping on time
Bhatpara,Caguas,India,Puerto Rico,6,126.0899963,126.0899963,Standard Class,Late delivery
Lahore,Caguas,Pakistán,Puerto Rico,6,126.0899963,126.0899963,Standard Class,Late delivery
Manila,Caguas,Filipinas,Puerto Rico,4,126.0899963,126.0899963,Standard Class,Shipping on time
Bandung,Caguas,Indonesia,Puerto Rico,6,126.0899963,126.0899963,Standard Class,Late delivery
Malayer,Caguas,Irán,Puerto Rico,3,124.7900009,124.7900009,Standard Class,Advance shipping
Bhatpara,Caguas,India,Puerto Rico,6,124.7900009,124.7900009,Standard Class,Late delivery
Semarang,Caguas,Indonesia,Puerto Rico,6,57.59000015,57.59000015,Standard Class,Late delivery
Astaná,Caguas,Kazajistán,Puerto Rico,4,56.99000168,56.99000168,Standard Class,Shipping on time
Ajmer,Caguas,India,Puerto Rico,3,56.99000168,56.99000168,Standard Class,Advance shipping
Malayer,Caguas,Irán,Puerto Rico,3,123.4899979,123.4899979,Standard Class,Advance shipping
Parbhani,Caguas,India,Puerto Rico,2,123.4899979,123.4899979,Standard Class,Advance shipping
Karagandá,Caguas,Kazajistán,Puerto Rico,5,122.8399963,122.8399963,Standard Class,Late delivery
Huaibei,Caguas,China,Puerto Rico,6,122.8399963,122.8399963,Standard Class,Late delivery
Ho Chi Minh City,Caguas,Vietnam,Puerto Rico,5,56.68999863,56.68999863,Standard Class,Late delivery
Jinan,Caguas,China,Puerto Rico,3,120.8899994,120.8899994,Standard Class,Advance shipping
Matsubara,Caguas,Japón,Puerto Rico,2,120.8899994,120.8899994,Standard Class,Advance shipping
Harbin,Caguas,China,Puerto Rico,2,120.8899994,120.8899994,Standard Class,Advance shipping
Aurangabad,Caguas,India,Puerto Rico,3,120.8899994,120.8899994,Standard Class,Advance shipping
Melbourne,Caguas,Australia,Puerto Rico,6,54.59000015,54.59000015,Standard Class,Late delivery
Baotou,Caguas,China,Puerto Rico,6,53.99000168,53.99000168,Standard Class,Late delivery
Bundaberg,Caguas,Australia,Puerto Rico,6,53.99000168,53.99000168,Standard Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,2,116.9899979,116.9899979,Standard Class,Advance shipping
Brisbane,Caguas,Australia,Puerto Rico,4,194.2400055,194.2400055,Standard Class,Shipping on time
Semarang,Caguas,Indonesia,Puerto Rico,6,116.9899979,116.9899979,Standard Class,Late delivery
Sydney,Caguas,Australia,Puerto Rico,6,52.79000092,52.79000092,Standard Class,Late delivery
Auckland,Caguas,Nueva Zelanda,Puerto Rico,5,114.3899994,114.3899994,Standard Class,Late delivery
Bhubaneswar,Caguas,India,Puerto Rico,5,114.3899994,114.3899994,Standard Class,Late delivery
Daqing,Caguas,China,Puerto Rico,4,113.0899963,113.0899963,Standard Class,Shipping on time
Gold Coast,Caguas,Australia,Puerto Rico,4,401.4899902,401.4899902,Standard Class,Shipping on time
Auckland,Caguas,Nueva Zelanda,Puerto Rico,5,113.0899963,113.0899963,Standard Class,Late delivery
Brisbane,Caguas,Australia,Puerto Rico,3,113.0899963,113.0899963,Standard Class,Advance shipping
Yakarta,Caguas,Indonesia,Puerto Rico,4,113.0899963,113.0899963,Standard Class,Shipping on time
Bishkek,Caguas,Kirguistán,Puerto Rico,4,110.4899979,110.4899979,Standard Class,Shipping on time
Xi'an,Caguas,China,Puerto Rico,6,110.4899979,110.4899979,Standard Class,Late delivery
Nowra,Caguas,Australia,Puerto Rico,4,110.4899979,110.4899979,Standard Class,Shipping on time
Coffs Harbour,Caguas,Australia,Puerto Rico,4,110.4899979,110.4899979,Standard Class,Shipping on time
Solapur,Caguas,India,Puerto Rico,5,110.4899979,110.4899979,Standard Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,4,50.99000168,50.99000168,Standard Class,Shipping on time
Bekasi,Caguas,Indonesia,Puerto Rico,6,110.4899979,110.4899979,Standard Class,Late delivery
Estambul,Caguas,Turquía,Puerto Rico,4,110.4899979,110.4899979,Standard Class,Shipping on time
Gongzhuling,Caguas,China,Puerto Rico,4,109.1900024,109.1900024,Standard Class,Shipping on time
Nowra,Caguas,Australia,Puerto Rico,4,109.1900024,109.1900024,Standard Class,Shipping on time
Ahvaz,Caguas,Irán,Puerto Rico,4,50.38999939,50.38999939,Standard Class,Shipping on time
Bhatinda,Caguas,India,Puerto Rico,3,109.1900024,109.1900024,Standard Class,Advance shipping
Depok,Caguas,Indonesia,Puerto Rico,3,50.38999939,50.38999939,Standard Class,Advance shipping
Kabul,Caguas,Afganistán,Puerto Rico,6,107.8899994,107.8899994,Standard Class,Late delivery
Depok,Caguas,Indonesia,Puerto Rico,3,107.8899994,107.8899994,Standard Class,Advance shipping
Medan,Caguas,Indonesia,Puerto Rico,4,179.1300049,179.1300049,Standard Class,Shipping on time
